股票代码 股票名称 当前价 涨跌额 涨跌幅 年初至今 成交量 成交额 换手率 市盈率(ＴＴＭ) 股息率 市值
GDEN 黄金娱乐 16.33 0.38 2.38 1.94 84930 1339030 0.31 -21.627 - 452302053
UBSH "Union Bankshares" 34.8 0.81 2.38 24.16 311394 10393702 0.38 19.489 2.70668 2850200423
BTX BioTime 1.29 0.03 2.38 41.29 550080 709053 0.37 -4.19 - 192675595
SBNY Signature银行 135.24 3.13 2.37 32.13 399788 53158140 0.72 17.484 1.69556 7490045742
NTNX Nutanix 40.66 0.94 2.37 -2.24 3046089 121315289 1.67 -18.982 - 7404165589
CREX "CREATIVE REALITIES" 2.2727 0.0527 2.37 -0.32 77904 182841 0.8  - 22104444
SFIX "Stitch Fix" 27.17 0.63 2.37 58.98 1370474 36721096 1.37 53.866 - 2716181178
CIT "CIT Group" 50.84 1.17 2.36 33.55 641577 32547201 0.64 11.969 2.01329 5125129153
TMST Timkensteel 10.84 0.25 2.36 24.03 248915 2684548 0.56 -15.26 - 483749027
ENG ENG环球 0.65 0.015 2.36 14.52 174592 106626 0.64 -3.142 - 17816440
EDIT "Editas Medicine" 26.09 0.6 2.35 14.68 791208 19495082 1.61 -11.649 - 1280816829
ITRI 伊管 48.71 1.12 2.35 3 421176 18686322 1.07 -19.403 - 1925765729
GSB GlobalSCAPE 7.39 0.17 2.35 65.38 33424 247237 0.19 34.843 0.83102 127316701
CFR 库伦佛寺银行 103.95 2.39 2.35 18.98 223462 23132339 0.35 14.654 2.63883 6548026924
PFIS 人民金服 44.79 1.03 2.35 2.46 4984 197643 0.07 13.299 3.10786 331403629
DZSI "DASAN Zhone" 10.51 0.24 2.34 -24.44 10634 110607 0.06 63.039 - 174429036
BHLB 伯克希尔山银行 29.76 0.68 2.34 11.23 194882 5766753 0.43 12.924 3.16369 1355053956
REDU 瑞思学科英语 10.48 0.24 2.34 31.66 13639 141723 0.02 29.716 - 633082715
IPHI Inphi 46.86 1.07 2.34 45.75 897945 41922358 2.02 -21.773 - 2084742872
NVTR Nuvectra 10.52 0.24 2.33 -35.62 114568 1188169 0.65 -3.869 - 186198940
LLNW 烛光网络 3.08 0.07 2.33 31.62 353243 1070819 0.31 35.753 - 351876802
WLK 西湖化学 76.4 1.74 2.33 15.85 762397 57930736 0.59 9.855 1.33941 9815440034
CDZI 加的斯 9.68 0.22 2.33 -6.02 256083 2443110 1.01 -9.378 - 246397295
BCEI 富矿溪能源 23.77 0.54 2.32 15 175711 4199844 0.85 2.906 - 488677708
CTRC "Centric Brands" 4.41 0.1 2.32 28.57 22498 99262 0.04 -11.116 - 257259886
DBVT "DBV Technologies" 9.25 0.21 2.32 44.08 268191 2458076 0.44 -2.968 - 557918875
SNGX Soligenix 0.8595 0.0195 2.32 -0.06 26977 22607 0.15 -1.708 - 15198400
METC "Ramaco Resources" 5.73 0.13 2.32 15.76 55734 315539 0.14 9.333 - 234013068
BOKF BOK银行 86.75 1.97 2.32 18.99 168518 14464284 0.23 14.065 2.35905 6267797326
VRNS "Varonis Systems" 62.68 1.42 2.32 18.49 171909 10085946 0.58 -64.879 - 1854112321
LBTYK 自由全球 27.05 0.61 2.31 31.06 2177589 58308841 0.29 27.677 - 20073926076
RRR "Red Rock Resorts" 27.9 0.63 2.31 37.37 430966 11525773 0.37 20.654 1.46681 3253836775
PI Impinj 19.05 0.43 2.31 30.93 168550 3175340 0.78 -11.622 - 409464834
BRN Barnwell工业 1.33 0.03 2.31 0.75 7828 10490 0.09 -2.057 - 11008623
WDR 瓦德尔-里德金融 18.6 0.42 2.31 4.34 821895 15286425 1.08 7.713 5.50055 1415960228
LOGC 逻辑器件 10.65 0.24 2.31 2.4 15925 166098 0.07  - 236175774
TBK "Triumph Bancorp" 31.18 0.7 2.3 4.98 179565 5497175 0.67 16.283 - 832551523
HUSA 休斯敦能源 0.2445 0.0055 2.3 29.23 251647 60395 0.4 -31.131 - 15262947
MR 深圳迈瑞 14.24 0.32 2.3 -18.86 193088 2759421 0.55 26.621 0 501158559
SSB "South State" 72.63 1.63 2.3 21.84 137070 9471881 0.39 14.362 2.14085 2568927022
PIHPP "1347 Property优先" 24.5499 0.5499 2.29 30.04 3025 74246 0.05 1.498 8.03862 146925407
OPB "Opus Bank" 21.4 0.48 2.29 9.81 89225 1875035 0.25 16.193 2.10325 771462574
SQNS Sequans通信 1.1 0.0246 2.29 41.03 88057 95366 0.09 -3.03 - 104205793
C 花旗集团 67.42 1.51 2.29 30.41 19206379 1294586770 0.82 8.745 2.731 157795923311
MTFB "Motif Bio" 2.23 0.05 2.29 -66.16 148774 331586 1.13 -0.657 - 29446911
MXIM 美信集成产品 59.3 1.33 2.29 17.59 1496571 85290076 0.55 22.608 3.17406 16212521562
CENX 世纪铝业 9.37 0.21 2.29 28.18 1049515 9634737 1.19 -12.47 - 825529233
AVLR Avalara 57.08 1.28 2.29 83.24 384609 21886560 0.55 -52.487 - 3965380421
PVBC "Provident Bancorp" 22.86 0.51 2.28 5.44 1212 25876 0.01 23.597 - 220043936
WB 微博 70.47 1.57 2.28 20.61 911042 63179106 0.41 27.501 - 15725647299
WYY Widepoint 0.4448 0.0099 2.28 5.52 97020 42204 0.12 -25.687 - 37413216
PPBI 太平洋第一合众银行 29.66 0.66 2.28 17.06 600067 17558571 0.96 15.029 3.03448 1853655889
LOB "Live Oak Bancshares" 16.23 0.36 2.27 9.79 180267 2892276 0.45 12.669 0.75614 651802773
MPWR 芯源系统 152.24 3.38 2.27 30.96 282272 40870871 0.66 62.066 1.07484 6533531840
PRTK Paratek生物制药 6.32 0.14 2.27 23.2 186411 1176504 0.58 -1.823 - 204868975
MACK Merrimack制药 5.89 0.13 2.26 52.59 74152 436459 0.56 -1.94 - 78588998
BLBD "Blue Bird" 17.64 0.39 2.26 -3.02 65664 1151413 0.25 13.096 - 465473030
SCE-J "Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities" 22.68 0.5 2.25 11.55 158880 3565108 1.22 0 6.07147 294840000
TTM 塔塔汽车 15.94 0.35 2.25 30.87 3612820 57306551 0.53 -1.702 - 10825973195
IVZ 景顺投资 21.32 0.47 2.25 29.45 3475874 73872750 0.87 9.703 5.7554 8566092785
SIVB 硅谷银行 243.74 5.31 2.23 28.34 488282 116502564 0.93 13.176 - 12831459041
KN 诺尔斯 18.78 0.41 2.23 41.1 789185 14750657 0.87 25.026 - 1694267992
SPOT Spotify 144.95 3.15 2.22 27.71 903090 130287891 0.5 -296.682 - 26188897056
GLOB Globant 81.59 1.77 2.22 44.87 233754 18888258 0.64 57.458 - 2969264891
HRB "H&R Block, Inc." 25.79 0.56 2.22 1.66 2086386 53503283 1.03 7.626 3.96354 5242929513
CHFS "CHF Solutions" 4.14 0.09 2.22 -39.45 174273 702443 33.94 -0.125 0 2125662
NTB 毕达菲尔特银行 37.7 0.82 2.22 21.57 111994 4189584 0.2 10.693 4.77223 2087042519
GEF.B 格瑞夫B 49.03 1.06 2.21 10.43 5002 242227 0.01 12.953 5.50344 2365232892
BANR 邦纳 56.48 1.22 2.21 6.36 142851 7893627 0.41 14.555 2.96779 1987031917
DSSI "Diamond S Shipping" 13.44 0.29 2.21 22.63 220108 2955610 0.55 -164963.366 - 536130941
BXS BancorpSouth银行 30.01 0.65 2.21 14.8 730163 21698254 0.74 16.045 2.31608 2961722162
MLR 米勒汽配 32.78 0.71 2.21 21.41 30522 997306 0.27 11.074 2.24509 373695344
DESP Despegar.com 14.33 0.31 2.21 15.47 230717 3290255 0.33 31.853 - 991084524
OTTR 奥特泰尔 50.57 1.09 2.2 2.6 121160 6020363 0.3 24.399 2.82943 2009131334
SFBS Servisfirst银行 35.36 0.76 2.2 10.95 146592 5062028 0.27 13.814 1.7341 1890883355
WTFC 信达金融 75.13 1.62 2.2 13.39 445517 32927503 0.79 12.674 1.36036 4245404117
ARDX Ardelyx 3.73 0.08 2.19 108.38 396160 1472290 0.63 -2.558 - 233496780
CARO "Carolina Financial" 36.42 0.78 2.19 23.08 38314 1320870 0.17 16.354 0.89787 812326904
PMD Psychemedics 14.48 0.31 2.19 -10.21 6805 92085 0.12 17.396 5.08116 79745154
SD 桑德里奇能源 8.39 0.18 2.19 10.25 350306 2939418 0.98 -32.994 - 299418972
HTHT 华住 43.9 0.94 2.19 53.34 1253983 53936060 0.43 119.877 0.74488 12794124073
CEMI Chembio诊断 6.56 0.14 2.18 15.9 67443 438852 0.39 -14.317 - 112611971
EVER EverQuote 8.43 0.18 2.18 101.67 79046 666279 0.31 -4.156 - 212806128
ENVA 易诺华国际 24.4 0.52 2.18 25.39 137374 3338188 0.41 11.658 - 817173666
WBS 韦伯斯特金融 54.84 1.17 2.18 11.93 456240 24877398 0.49 14.39 2.45947 5061096350
FN Fabrinet 58.98 1.26 2.18 14.95 311837 18254626 0.84 21.095 - 2176635490
PFPT Proofpoint 122.55 2.61 2.18 46.22 508625 58487349 0.92 -65.38 - 6783092500
DXC "DXC Technology" 65.98 1.41 2.18 24.09 1387775 91082449 0.52 11.472 1.17702 17700532918
UAVS AgEagle天线系统 0.402468 0.008568 2.18 -28.77 59534 23814 0.41 -2.783 0 5788602
NMR 野村控股 3.77 0.08 2.17 1.34 227979 857885 0.01 13.406 3.02043 12483038512
EGBN 伊格尔合众银行 54.71 1.16 2.17 12.32 88748 4765176 0.26 12.365 - 1882964246
STT 道富银行 71.03 1.51 2.17 12.62 1626845 115466951 0.43 11.112 2.70426 26780111392
VLY 硅谷国家银行 10.37 0.22 2.17 16.78 1339240 13260019 0.4 13.84 4.33498 3442672442
BK 纽约梅隆银行 52.81 1.12 2.17 12.78 4659351 245421995 0.49 12.308 2.16676 50425191128
LAZ 拉扎德投行 38.64 0.82 2.17 7.3 775718 29852732 0.71 8.064 4.65362 4250492234
BRID Bridgford食品 24.9795 0.5295 2.17 25.82 5638 136023 0.06 22.628 - 226734725
XPO XPO物流 63.19 1.34 2.17 10.78 2192034 138779865 2.01 16.351 - 6900030154
MXL Maxlinear 27.43 0.58 2.16 55.85 351069 9573301 0.5 -72.826 - 1907957425
AN AutoNation 37.34 0.79 2.16 4.59 674273 25106555 0.75 8.492 - 3362796936
GBCI 冰川万通金控 42.58 0.9 2.16 8.26 209206 8446898 0.25 19.801 2.4952 3601389660
CELP "Cypress Energy" 7.049 0.149 2.16 27.14 13670 95936 0.11 9.45 12.17391 84751325
APTO Aptose生物科技 1.89 0.04 2.16 -1.05 127105 235868 0.31 -2.717 - 78433322
DS "Drive Shack" 4.76 0.1 2.15 21.43 188269 885617 0.28 -7.208 - 319049015
AKAM Akamai 77.05 1.62 2.15 26.15 1566158 114324208 0.96 42.315 - 12625599769
UAA 安德玛A股 21.86 0.46 2.15 23.71 2655204 57819722 0.59 -211.918 - 9812239703
LC "Lending Club" 3.32 0.07 2.15 26.24 1435405 4768415 0.33 -11.12 - 1426840434
FWP "Forward Pharma" 1.23 0.0259 2.15 57.69 2438 2983 0.01 -6.704 - 58470426
IBKR 盈透证券 54.14 1.14 2.15 -0.24 445811 24063540 0.11 131.262 0.7162 22183253056
ITT ITT 62.53 1.31 2.14 29.88 663272 41257508 0.76 16.452 0.96047 5490038079
ADI 亚德诺 114.21 2.39 2.14 33.75 1860160 206549575 0.51 27.013 1.93168 42065177802
MTW 马尼托沃克 17.64 0.37 2.14 19.43 204386 3606187 0.57 -9.36 - 628039813
NAVI Navient 12.42 0.26 2.14 42.8 1055547 12849336 0.43 7.688 5.26316 3036780927
TGEN Tecogen 3.9597 0.0824 2.13 6.61 865 3232 0 -17.223 - 98318345
UAN CVR合伙人 3.83 0.08 2.13 16.12 81574 309736 0.07 -8.673 3.2 433873787
RMTI 罗克韦尔医药 5.3 0.11 2.12 134.51 154359 805435 0.27 -9.42 - 302621133
BABA 阿里巴巴 188.91 3.93 2.12 37.82 12560631 2369412311 0.48 47.395 - 489689528179
CVGI 商用汽车 9.16 0.19 2.12 60.7 489890 4424032 1.57 6.436 - 286464280
AABA "雅虎 " 76.68 1.59 2.12 32.34 4768652 364094188 0.84 2.066 - 43513160224
TGS 南部燃气股份有限公司 12.12 0.25 2.11 -19.2 356421 4311981 0.23 29.592 6.10345 1892888268
EBSB 莫里迪恩洲际合众银行 16.92 0.35 2.11 18.16 166261 2733304 0.31 16.244 1.6898 905941570
JRSH "Jerash Holdings" 7.3815 0.1515 2.1 21.91 9438 69096 0.08 19.23 2.76625 83595488
HOMB 首页银行投资 18.95 0.39 2.1 16.7 1027848 18887373 0.61 10.642 2.58621 3196800039
CCL 嘉年华邮轮 53.57 1.1 2.1 9.59 3380116 179913434 0.64 9.115 3.8117 28229115257
LTRX 创力 3.4 0.07 2.1 15.99 47413 161617 0.21 58.546 - 75524945
LYL 龙运国际 1.46 0.0299 2.09 9.08 22515 32377 0.2 31.467 - 16675234
ETFC 亿创理财 49.29 1.01 2.09 12.67 1992398 95100126 0.81 11.893 1.1599 12082785626
GPK 图形包装 13.17 0.27 2.09 23.78 2631408 34537230 0.89 17.703 2.32558 3914043808
NOAH 诺亚财富 50.3 1.03 2.09 16.11 654474 32923969 1.14 23.924 - 2892587915
PB 普罗斯佩里蒂银行 71.9 1.47 2.09 15.41 512974 36734068 0.73 15.605 2.32855 5021986718
UNM 尤纳姆 37.08 0.76 2.09 27.18 2865037 106123836 1.33 15.205 2.86344 7958321327
HP 赫尔默里奇和佩恩材料 60.32 1.23 2.08 27.41 1163791 70126554 1.05 4371.137 4.80623 6665983829
AXDX Accelr科技 18.65 0.38 2.08 62.17 297110 5518588 0.55 -11.492 - 1015056519
CIDM Cinedigm数码影院 1.96 0.04 2.08 243.8 51575 100255 0.14 -6.786 - 69929366
FMNB "Farmers National" 14.24 0.29 2.08 12.47 23644 327219 0.09 12.151 2.58065 395738158
CEN "CCB MLP & Energy基金" 8.83 0.18 2.08 28.91 883807 7801364 2.7 -31.422 14.45549 288915304
NWFL 诺伍德金融 31.85 0.65 2.08 -2 10332 321286 0.16 14.682 3.05344 200420680
PACW 西太平洋合众银行 40.32 0.82 2.08 22.95 1080569 41960698 0.89 10.467 6.07595 4870691199
AMTD 宏达理财 53.72 1.09 2.07 10.3 2622475 137620241 0.47 16.912 2.28007 30102726951
FMBI 第一中西部银行 21.74 0.44 2.07 9.74 287700 6070870 0.27 14.837 2.25352 2322877151
AMP 阿默普莱斯金融 142.54 2.89 2.07 37.53 885431 126005686 0.65 9.199 2.57787 19300303851
VNRX Volitionrx 3.46 0.07 2.06 91.71 227623 787576 0.6 -7.265 - 130836409
OLN 欧林 24.83 0.5 2.06 24.48 1191415 29537561 0.72 12.486 3.28812 4094180387
JELD "Jeld-wen Holding" 19.78 0.4 2.06 39.2 190038 3743939 0.19 13.803 - 1992622681
TPB "Turning Point Brands" 44.58 0.9 2.06 63.78 86862 3820973 0.44 34.475 0.41209 871845220
TME 腾讯音乐 18.29 0.37 2.06 38.35 2578027 47353200 0.16 109.503 - 29912390852
ASV "ASV Holdings" 2.47 0.0499 2.06 23.5 3937 9819 0.04 -0.761 - 24445289
CC "The Chemours" 39.66 0.8 2.06 41.45 1228582 48573218 0.74 6.628 2.57334 6594762681
NPN "Nuveen Pennsylvania Municipal Value Fund  of Beneficial Interest" 13.93 0.2805 2.06 11.95 14708 204441 1.2 -0.127 3.55004 17022460
BWEN Broadwind能源 1.697 0.0343 2.06 28.45 14878 25092 0.09 -1.133 - 27362438
LTS Ladenburg 3.46 0.07 2.06 48.5 290872 999145 0.2 -1884.628 1.47493 514503322
PZN Pzena投资管理 8.41 0.17 2.06 8.52 24621 205782 0.03 42.912 1.45631 591928540
OSS "One Stop Systems" 2.6331 0.0531 2.06 35.24 66002 169550 0.46 -33.069 - 37575043
RMNI "Rimini Street" 5.21 0.105 2.06 1.17 21819 111359 0.03 -4.321 - 339692000
RMBS 蓝博士半导体 11.38 0.23 2.06 48.37 461014 5128759 0.42 -7.927 - 1252147261
SONO 索诺声 11.93 0.24 2.05 21.49 1130971 13357449 1.12 56.405 - 1203058290
OZK 欧扎克银行 30.81 0.62 2.05 37.13 843616 25215415 0.66 8.43 3.02433 3962671808
TCRR "Tcr2 Therapeutics" 16.44 0.33 2.05 9.6 12851 208366 0.05 -6.394 - 393571972
DMLP 多尔切斯特 19.4 0.39 2.05 36.55 117534 2279925 0.36 12.057 10.86948 626227616
RCA "Ready Capital Corporation 7.00% Convertible Senior Notes due 2023" 26.53 0.5299 2.04 8.16 1550 40860 0.03 0.107 6.73074 122038000
AEIS 先进能源工业 54.6 1.09 2.04 27.18 203286 11000866 0.53 14.188 - 2085935998
NOC 诺斯洛普-格鲁门 283.05 5.66 2.04 16.06 1108692 312969339 0.65 14.898 1.73042 48106903442
CFG "Citizens Financial" 35.06 0.7 2.04 19.01 4796375 167657288 1.04 9.54 3.72526 16141273610
GD 通用动力 174.93 3.5 2.04 12.59 1453227 253698557 0.5 15.102 2.37998 50514521756
CUK 嘉年华存托凭证 52.85 1.05 2.03 9.4 292348 15363180 0.15 3.243 3.861 10042795723
HOG 哈雷摩托 40.22 0.8 2.03 17.88 1419231 56820332 0.89 12.035 3.80518 6395865202
CEO 中海油 189.52 3.77 2.03 24.32 73016 13838357 0.02 10.777 4.3019 84615858422
SMBC "Southern Missouri" 32.74 0.65 2.03 -3.06 16753 534058 0.18 12.136 1.62044 305209123
FLOW 弗洛国际 35.7 0.71 2.03 17.36 311090 11114935 0.73 34.522 - 1518977773
BSRR 塞拉银行 25.13 0.5 2.03 5.28 14604 359796 0.1 12.974 2.92326 385032562
CATY 国泰万通金控 36.17 0.72 2.03 8.74 411051 14329732 0.51 10.706 3.49788 2910898230
SEIC SEI投资 57.37 1.14 2.03 24.18 434831 21436498 0.28 17.43 1.17375 8817201324
CYOU 畅游 16.62 0.33 2.03 -9.08 104278 1731902 0.2 10.495 57.70411295273175 885026800
ALCO 阿里科 28.26 0.56 2.02 -4.2 3785 105265 0.05 114.806 0.86643 210898813
JBT 约翰宾技术 101.63 2.01 2.02 41.68 99177 10050498 0.31 30.774 0.40153 3203619175
EB Eventbrite 20.7 0.41 2.02 -25.57 532085 10873689 0.68 -25.393 - 1627104477
MODN "Model N" 17.69 0.35 2.02 33.71 203011 3581317 0.64 -20.161 - 557987391
WSC WillScot 12.11 0.24 2.02 28.56 323189 3815572 0.28 -27.576 - 1411219668
ONVO "Organovo Holdings" 1.01 0.02 2.02 5.53 279004 276926 0.23 -4.453 - 120688274
WHG 韦斯特德控股 37.05 0.73 2.01 11.03 27222 1004002 0.31 12.325 7.92952 329714397
SBCF 佛罗里达海岸线银行 27.96 0.55 2.01 7.46 174491 4779246 0.34 21.329 - 1434890815
VHI 瓦利化工 2.54 0.05 2.01 32.24 295172 739111 0.09 3.286 3.21285 861531040
CVBF CVB金融 21.78 0.43 2.01 8.4 309078 6574328 0.22 20.113 3.37237 3048612310
LSCC 莱迪思半导体 13.2 0.26 2.01 90.75 1773180 18715333 1.35 -65.994 - 1737097982
CBNK 奇科皮银行 11.66 0.23 2.01 2.19 3676 41183 0.03 12.522 - 159874516
S 斯普林特 6.1 0.12 2.01 4.81 16335449 98992821 0.4 82.946 - 24883832260
ICCC 伊芙美尔医疗 6.63 0.13 2 -12.14 8203 51558 0.15 -15.915 - 36950522
CETX Cemtrex 0.4748 0.0093 2 -17.99 25309 11895 0.18 -0.479 0.7353 6718277
RE 艾弗再险集团 226.34 4.43 2 4.59 330481 74645413 0.81 88.906 2.52355 9206429521
ERF 艾诺加能源基金 9.17 0.18 2 18.41 811853 7455246 0.34 7.717 1.00102 2189907828
HAS 孩之宝 87.57 1.72 2 8.53 952989 79283178 0.76 50.054 3.16832 11033527604
HBIO 哈佛生物科学 4.59 0.09 2 44.34 92029 386573 0.24 -59.17 - 172895124
INST Instructure 47.37 0.93 2 26.29 260227 12285056 0.73 -38.588 - 1677228264
OMER 奥麦罗制药 18.42 0.36 1.99 65.35 504774 9173243 1.03 -7.122 - 902796159
SRI 斯通里奇 31.25 0.61 1.99 26.77 253075 7886829 0.89 16.533 - 890279219
NDSN Nordson 144.24 2.82 1.99 21.16 176994 25020148 0.31 25.728 0.98996 8268581223
TSBK 天木蓝银行 28.66 0.56 1.99 29.2 2883 78602 0.03 12.726 2.13523 238262130
TGE "Tallgrass Energy" 25.12 0.49 1.99 5.42 839760 21156074 0.3 51.337 8.32318 7039670348
TKR 铁姆肯 47.72 0.93 1.99 28.7 500129 23809641 0.66 11.941 2.39367 3615634405
CTST "CannTrust Holdings" 7.17 0.14 1.99 -20.86 1090453 7735674 1.03 -74.492 - 757431974
MBTF MBT金融 10.79 0.21 1.98 17.17 41451 442199 0.18 14.044 3.78072 248566619
TISI Team 18.5 0.36 1.98 26.28 453984 8346950 1.5 -8.862 - 559570314
ARAV Aravive 6.68 0.13 1.98 86.08 7728 50904 0.07 -0.987 0 75327020
GPOR 格尔夫波特能源 7.74 0.15 1.98 18.17 3797938 28458656 2.33 2.93 - 1261511988
MTB 美国制商银行 167.76 3.26 1.98 17.89 1019086 170710153 0.74 12.11 2.43161 23228263997
CNS 科恩-斯蒂尔斯金融 46.36 0.9 1.98 36.26 136793 6305063 0.29 19.221 3.16762 2189195230
VAC 万豪度假环球 103.85 2.02 1.98 47.97 315705 32812799 0.7 85.365 1.76765 4695054554
CWBC 西部社区银行 10.1976 0.1976 1.98 2.17 1109 11233 0.01 11.668 2.002 86448013
LX 乐信 14 0.27 1.97 93.1 1113557 15802115 0.67 7.871 - 2319226966
CRIS 居里 2.07 0.04 1.97 200.09 136847 280599 0.41 -2.107 0 68622115
WDC 西部数据 51.83 1 1.97 40.19 4115990 213039526 1.42 17.925 3.93468 15074804117
HRI "Herc Holdings" 42.42 0.82 1.97 63.22 207734 8787356 0.73 17.511 - 1209991516
BANC 加州银行 15.01 0.29 1.97 12.77 283220 4237254 0.56 32.136 3.53261 760367004
LYB 利安德巴塞尔 92.29 1.78 1.97 12.29 3972680 366733982 1.07 7.287 4.4194 34177214881
HTLF 哈特兰金融 46.05 0.89 1.97 5.13 68374 3094609 0.2 13.61 1.41718 1591867084
BGI "Birks Group" 1.04 0.02 1.96 9.47 7238 7556 0.04 1.597 - 18679316
PBTS 宏桥高科 5.72 0.11 1.96 14.4 269867 1539861 3.12 12.694 - 49508019
LARK 兰德马克银行 23.9 0.46 1.96 3.92 973 20984 0.02 10.022 3.41297 104493572
SMTA Spirit 6.75 0.13 1.96 -5.33 162168 1088309 0.38 -1.267 19.93958 290828819
WYNN 永利度假村 143.78 2.76 1.96 46.22 2131694 264426486 1.98 27.036 2.12736 15476382724
BC 布朗斯威克 52.78 1.01 1.95 14.08 785712 41220023 0.9 17.314 1.62256 4593360272
CCOI Cogent通讯 57.44 1.1 1.95 28.59 297832 16731427 0.64 92.865 3.90486 2662170416
FEDU 四季教育 2.09 0.04 1.95 -15.08 33950 70854 0.07 33.252 19.04762 104360350
VIPS 唯品会 8.38 0.16 1.95 53.48 6440351 54247076 0.97 17.554 - 5568771498
CSIQ 阿特斯太阳能 18.82 0.36 1.95 31.24 1567833 21910473 2.68 4.651 - 1102508817
CBU 社区银行系统 63.78 1.22 1.95 9.4 167837 10662181 0.33 19.494 2.42967 3273062359
HALL 标志金融服务 10.96 0.21 1.95 2.53 25051 272863 0.14 19.197 - 198629099
NCLH 挪威邮轮 58.6 1.12 1.95 38.24 2154227 125781006 0.99 13.362 - 12758852303
BH Biglari控股 143.76 2.74 1.94 26.57 1386 198177 0.06 16.869 - 327126455
SAIA Saia 67.18 1.28 1.94 20.35 235724 15331580 0.91 16.539 - 1736273952
AYX Alteryx 83.38 1.59 1.94 40.21 772433 64091856 1.25 183.853 - 5151568180
PDCE PDC能源 44.24 0.84 1.94 48.66 1024043 44029052 1.55 1446.561 - 2926393183
HLNE "Hamilton Lane" 47.75 0.91 1.94 29.05 247884 11763663 0.49 61.356 1.81469 2394278399
FL 富乐客 61.9 1.18 1.94 17.07 1892904 116582064 1.69 12.85 2.50329 6952027130
ALNY 阿里拉姆制药 89.81 1.71 1.94 23.18 786849 45757359 0.74 -12.532 - 9543053433
FCF 第一联邦金融 13.63 0.26 1.94 13.66 300072 4077378 0.3 12.506 2.99177 1344420116
ZION 齐昂银行 48.42 0.92 1.94 19.57 2263001 108517864 1.22 10.605 2.52632 9013850447
CLXT Calyxt 16.81 0.32 1.94 62.26 85945 1463815 0.26 -19.697 - 549495853
ITRM "Iterum Therapeutics" 8.8677 0.1677 1.93 79.64 4057 36845 0.03 -1.653 - 127406157
BCPC 拜切 97.88 1.85 1.93 24.93 105402 9737728 0.33 40.204 0.48943 3158945939
PPC 皮尔格林普拉德 23.23 0.44 1.93 49.77 967085 18385469 0.39 23.326 - 5783458832
PRSP Perspecta 22.18 0.42 1.93 28.8 485099 10744943 0.3 29.488 0.91912 3627059868
RDCM RADCOM 7.97 0.15 1.92 5.39 2580 20075 0.02 24.053 - 108721360
MCRN "Milacron Holdings" 13.79 0.26 1.92 15.98 302618 4143748 0.43 23.425 - 972132228
MOD 摩丁制造 15.95 0.3 1.92 47.55 95296 1515302 0.19 8.403 - 807523315
APTV 安波福 90.79 1.71 1.92 47.87 1357723 123093883 0.53 21.944 0.98788 23414679444
NATI 美国国家仪器 47.21 0.89 1.92 4.62 249266 11313400 0.19 40.263 2.15889 6243120365
AMC AMC娱乐 16.43 0.31 1.92 35.63 1448642 23665016 1.4 15.492 4.96278 1705719833
ESTE Earthstone能源 7.48 0.14 1.91 65.49 214591 1626385 0.33 11.341 - 479989932
MKSI "MKS Instruments" 99.48 1.86 1.91 54.33 353939 34745443 0.65 13.723 0.8195 5391589782
SC 桑坦德美国消费金融 22.4 0.42 1.91 28.68 966805 21639996 0.28 8.593 3.63967 7870585139
KAR KAR拍卖行 53.45 1 1.91 12.01 917255 48835573 0.69 21.657 2.66921 7103561390
PRU 保德信金融 101.46 1.9 1.91 25.75 2575518 261340387 0.63 10.169 4.01768 41429538724
CBSH 科默斯银行 59.28 1.11 1.91 5.61 805381 46182203 0.72 15.516 1.78786 6587113276
HCLP "Hi-crush Partners" 4.3 0.08 1.9 20.11 329540 1420647 0.33 3.158 28.436018957345972 434568316
RARE Ultragenyx药业 72.84 1.36 1.9 67.53 498915 32870391 0.97 -18.902 - 3735159301
SRF "Cushing Energy Income Fund  of Beneficial Interest" 7.81 0.1453 1.9 21.27 9377 73216 0.38 0.005 6.26248 19329750
PYPL PayPal 108.48 2.02 1.9 29 6964577 738112038 0.59 61.818 - 127159462686
BX 黑石集团 35.53 0.66 1.89 21.23 3065207 108919066 0.47 15.177 6.16576 23399722135
AL "Air Lease Corp" 37.7 0.7 1.89 24.79 711724 26745876 0.64 8.188 1.40541 4182809345
JBHT "JB Hunt运输服务" 106.68 1.98 1.89 14.94 1131908 116738518 1.04 23.694 0.99331 11600253904
EQH "AXA Equitable控股" 22.27 0.41 1.88 34.78 3481424 77381611 0.67 6.377 2.37877 11606855067
BATRA "Atlanta Braves A股" 28.65 0.53 1.88 14.88 46800 1323497 0.01 32.666 - 17345798385
QCOM 高通 56.95 1.05 1.88 1.23 13417251 718567735 1.11 31.517 4.43649 68926909216
WAFD 华盛顿联邦储蓄 30.94 0.57 1.88 16.62 280601 8252234 0.35 12.235 2.63418 2509619791
YUMC 百胜中国 44.5 0.82 1.88 33.1 2981426 132879175 0.79 23.819 1.0989 16863818879
SCE-G "SCE Trust II Trust Preferred Securities" 21.7 0.4 1.88 12.55 34338 734421 0.21 0 5.98704 347200000
LTXB LegacyTexas金融集团 40.09 0.74 1.88 25.71 205270 7825935 0.42 12.627 2.5413 1946958021
FFBC 第一金融银行股份 24.9 0.46 1.88 5.81 392361 9557030 0.4 14.194 3.60065 2449898326
BRK.B 伯克希尔-哈撒韦B 210.56 3.89 1.88 3.12 4678940 982694374 0.19 128.758 - 517734413939
